西暦,町丁コード,都道府県,市区町村,行政区,町丁名,X_CODE,Y_CODE,性別,年齢5歳階級,将来推計人口
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,60～64歳,94
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,65～69歳,50
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,70～74歳,49
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,75～79歳,47
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,80～84歳,54
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,85～89歳,51
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,90～94歳,24
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,95～99歳,10
2060,14131003001,神奈川県,川崎市,川崎区,川中島一丁目,139.726841,35.532268,女,100歳以上,2
2060,14131003002,神奈川県,川崎市,川崎区,川中島二丁目,139.727472,35.530287,男,0～4歳,10
2060,14131003002,神奈川県,川崎市,川崎区,川中島二丁目,139.727472,35.530287,男,5～9歳,8
